"Holley & Menker, PA"|CONSEJO MEXICANO REGULADOR DE LA CALIDAD DEL MEZCAL A.C.|ZACATECAS DURANGO OAXACA SAN LUIS POTOSI GUERRERO GUANAJUATO TAMAULPAS MICHOACAN MEXICO MEZCAL DENOMINACION DE ORIGEN CONSEJO REGULADOR CERTIFICADO|THE MEZCALETTES|"Calvillo Artega, Ma. Elena"|87915326|97212920|x|
"Holley & Menker, PA"|CONSEJO MEXICANO REGULADOR DE LA CALIDAD DEL MEZCAL A.C.|MEZCAL CONSEJO REGULADOR DENOMINATION OF ORIGIN|BASTARD CHILD MEZCAL|"Higareda, Marcos"|87338601|97245470|x|
"Holley & Menker, PA"|CONSEJO MEXICANO REGULADOR DE LA CALIDAD DEL MEZCAL A.C.|ZACATECAS DURANGO OAXACA SAN LUIS POTOSI GUERRERO GUANAJUATO TAMAULPAS MICHOACAN MEXICO MEZCAL DENOMINACION DE ORIGEN CONSEJO REGULADOR CERTIFICADO|BASTARD CHILD MEZCAL|"Higareda, Marcos"|87915326|97245470|x|
"Holley & Menker, PA"|CONSEJO MEXICANO REGULADOR DE LA CALIDAD DEL MEZCAL A.C.|MEZCAL CONSEJO REGULADOR DENOMINATION OF ORIGIN|ZAFIRO MEZCAL|ReserveBar Holdings Corp.|87338601|97247957|x|
"Holley & Menker, PA"|CONSEJO MEXICANO REGULADOR DE LA CALIDAD DEL MEZCAL A.C.|ZACATECAS DURANGO OAXACA SAN LUIS POTOSI GUERRERO GUANAJUATO TAMAULPAS MICHOACAN MEXICO MEZCAL DENOMINACION DE ORIGEN CONSEJO REGULADOR CERTIFICADO|ZAFIRO MEZCAL|ReserveBar Holdings Corp.|87915326|97247957|x|
ABELMAN FRAYNE SCHWAB |Consejo Regulador del Tequila A.C.|TEQUILA|100% AGAVE AZUL SIEMPRE HECHO EN TEQUILA MEXICO PLATA|SIEMPRE SPIRITS LIMITED|78286762|97131990|x|2022-02-14
ABELMAN FRAYNE SCHWAB |Consejo Regulador del Tequila A.C.|TEQUILA|6 SEIS GRANDE TEQUILA 6 WAYS TO TEQUILA DRINK · SAVOR · EXPERIENCE · ENJOY · PARTY · REPEAT|JFerg Holdings LLC|78286762|97086686|x|2022-02-14
ABELMAN FRAYNE SCHWAB |Consejo Regulador del Tequila A.C.|TEQUILA|CINCO-ZERO-TRES TEQUILA BLANCO|503 Distilling Corporation|78286762|97113520|x|2022-02-14
ABELMAN FRAYNE SCHWAB |Consejo Regulador del Tequila A.C.|TEQUILA|RESERVA DE LA FAMILIA PLATINO JOSE CUERVO TEQUILA PLATA|BECLE S.A.B. DE C.V.|78286762|97112504|x|2022-02-14
ABELMAN FRAYNE SCHWAB |Consejo Regulador del Tequila A.C.|TEQUILA|RESERVA DE LA FAMILIA PLATINO JOSE CUERVO TEQUILA PLATA PLATINO|BECLE S.A.B. DE C.V.|78286762|97113828|x|2022-02-14
ABELMAN FRAYNE SCHWAB |Consejo Regulador del Tequila A.C.|TEQUILA|ROMITA SPICY TEQUILA DRINKS FOR THE SOL|La Reyna Beverages LLC|78286762|97106850|x|2022-02-14
ABELMAN FRAYNE SCHWAB |Consejo Regulador del Tequila A.C.|TEQUILA|ROSA NEGRA TEQUILA 1667|De Marco Dave|78286762|97125203|x|2022-02-14
ABELMAN FRAYNE SCHWAB |Consejo Regulador del Tequila A.C.|TEQUILA|TAMAPU TEQUILA|US Wide Logistic LLC|78286762|97096177|x|2022-02-14
Seyfarth Shaw LLP |CONSTELLATION BRANDS U.S. OPERATIONS INC.|ELEVATE THE EVERYDAY|ELEVATE THE EVERYDAY|Australian Primary Hemp Limited|87371890|79326481|x|2022-02-14
KARISH & BJORGUM PC |CONTINENTAL VITAMIN COMPANY INC.|NO SHOT B-12|THE B-12 STORE|The B-12 Store Holdings Inc.|75168191|90720524|x|2022-02-14
CASSANDRA ARAN|Cookie Munchers|COOKIE MUNCHERS|KUKIE MUNCHSTER|Kukie Munchster|88711392|90738806|x|
Cookie Munchers LLC|Cookie Munchers LLC|COOKIE MUNCHERS|KUKIE MUNCHSTER|Kukie Munchster|87201499|90738806|x|
HOFFMAN WARNICK LLC |Cool Insuring Agency Inc.|COOL INSURING AGENCY INC.|COOL INSURANCE AGENT|Ernest Burley Jr.|77615453|90731788|x|2022-02-14
COR HOLDINGS LLC |COR Holdings LLC|COR STRENGTH|COR WELLNESS CENTER|Bedrock Management Services LLC|88257243|90736583|x|2022-02-14
GREENBERG TRAURIG LLP |CORAL REEFER LLC|IT'S 4:20 SOMEWHERE|IT'S 420 SOMEWHERE|Sweetwater Brewing Company LLC|87906586|90629809|x|2022-02-14
Kligler & Associates Patent Attorneys Ltd. |Cordio Medical Ltd.|HEARO A CORDIO APP|HEARO|Hearo Technologies LLC|88836791|90851486|x|2022-02-14
CRAFT CHU PLLC |Core Catchers LLC|CORSYSTEM|CORE AUTOMATED FUELING SOLUTIONS|Permian Global Inc (CORE)|86020203|90734389|x|2022-02-14
The Webb Law Firm |CORE FURNACE SYSTEMS CORP.|CORE FURNACE SYSTEMS|CORE AUTOMATED FUELING SOLUTIONS|Permian Global Inc (CORE)|76538139|90734389|x|2022-02-14
SAMUELS & HIEBERT LLC |CORE LINEPIPE INC.|CORE LINEPIPE|CORE AUTOMATED FUELING SOLUTIONS|Permian Global Inc (CORE)|86372013|90734389|x|2022-02-14
WRIGHT LAW GROUP PLLC |Core Wellness LLC|MAMA WELLNESS|MAMA WELLNESS STUDIO|Mama Wellness LLC|88306766|90715994|x|2022-02-14
CORETECH FLOW AMERICA INC |Coretech Flow America INC|CORETECH|CORE AUTOMATED FUELING SOLUTIONS|Permian Global Inc (CORE)|88668258|90734389|x|2022-02-14
CORETECH FLOW AMERICA INC |Coretech Flow America INC|CORETECH|CORE AUTOMATED FUELING SOLUTIONS|Permian Global Inc (CORE)|90117178|90734389|x|2022-02-14
CORETECH FLOW AMERICA INC |Coretech Flow America INC|CORETECH|CORE AUTOMATED FUELING SOLUTIONS|Permian Global Inc (CORE)|90291906|90734389|x|2022-02-14
"ALBERT BORDAS, P.A."|"COROSOS, LLC"|BEYOND COMPLEXION|UGLOW AESTHETICS|"UGlow Face & Body, LLC"|88361057|90742788|x|
"ALBERT BORDAS, P.A."|"COROSOS, LLC"|BEYOND COMPLEXION|UGLOW FACE & BODY|"UGlow Face & Body, LLC"|88361057|90742797|x|
1-800-4-TRADEMARK PA |Cory Yeik|CRUDE ENERGY|CRISP & CRUDE|Crisp & Crude LLC|88222620|90747021|x|2022-02-14
1-800-4-TRADEMARK PA |Cory Yeik|CRUDE ENERGY|CRISP & CRUDE|Crisp & Crude LLC|88978352|90747021|x|2022-02-14
COSY FAMILY INC |Cosy Family INC|MEIGIRLS|MAYGIRL|Wu Tianhua|87371191|90740082|x|2022-02-14
Coty Inc. |COTY BEAUTY GERMANY GMBH|SHOW OFF|SHOW OFF COSMETICS BY ASLEE|Showoff Cosmetics LLC.|85526214|90739676|x|2022-02-14
COTY INC |COTY US LLC|ASPEN|ASPEN APOTHECARY|Purple Finch Inc|75002320|90749967|x|2022-02-14
Stakeholder Brands LLC |Council on Social Work Education|APM|APM|APM ASSOCIATION PROGRES DU MANAGEMENT|85523625|79322923|x|2022-02-14
BUCHANAN INGERSOLL & ROONEY PC |CPG INTERNATIONAL LLC|TOPLOC|TOPLOCK|Röhm GmbH|85063944|79320092|x|2022-02-14
BUCHANAN INGERSOLL & ROONEY PC |CPG INTERNATIONAL LLC|TOPLOC|TOPLOCK|Röhm GmbH|86050308|79320092|x|2022-02-14
Law Office of Bruce D. Holloway |Craig Nejedly|HIGH GRADE DISTRIBUTION|THE HIGHEST GRADE|The Highest Grade|87208517|90749366|x|2022-02-14
PRYOR CASHMAN LLP|CREATING CULINARY COMMUNITIES LLC|PLANTNATION|PLANT NATION|"Allied Old English, Inc."|88632302|90749961|x|
PRYOR CASHMAN LLP|CREATING CULINARY COMMUNITIES LLC|PLANTNATION|PLANT NATION|"Allied Old English, Inc."|88632347|90749961|x|
PRYOR CASHMAN LLP|CREATING CULINARY COMMUNITIES LLC|PLANTNATION|PLANT NATION|"Allied Old English, Inc."|88632364|90749961|x|
PRYOR CASHMAN LLP|CREATING CULINARY COMMUNITIES LLC|PLANTNATION|PLANT NATION|"Allied Old English, Inc."|88632376|90749961|x|
PRYOR CASHMAN LLP|Creating Culinary Communities LLC|PLANTNATION|PLANT NATION|"Allied Old English, Inc."|90119565|90749961|x|
PRYOR CASHMAN LLP|Creating Culinary Communities LLC|PLANTNATION|PLANT NATION|"Allied Old English, Inc."|90119594|90749961|x|
PRYOR CASHMAN LLP|Creating Culinary Communities LLC|PLANTNATION|PLANT NATION|"Allied Old English, Inc."|90119627|90749961|x|
PRYOR CASHMAN LLP|Creating Culinary Communities LLC|PLANTNATION|PLANT NATION|"Allied Old English, Inc."|90119645|90749961|x|
NOTARO MICHALOS & ZACCARIA P.C. |Creative Lighthouse Inc.|CAST MEET CREW|CRUW|Mwakwari  Ochieng|87480853|90737572|x|2022-02-14
HOLLAND & HART LLP |Crest Technology Inc.|NEXT LEVEL|NEXT LEVEL NUTRITION|Fette Compacting GmbH|87960627|79326079|x|2022-02-14
ERIC N COHEN & ASSOC |Crewtape LLC|CREWTAPE|CRUW|Mwakwari  Ochieng|86906143|90737572|x|2022-02-14
WOOD HERRON & EVANS L.L.P. |Cronos Group Inc.|COVE|COVE OASIS|Thirty Madison Inc.|88231417|90860904|x|2022-02-14
WOOD HERRON & EVANS L.L.P. |Cronos Group Inc.|COVE|COVE OASIS|Thirty Madison Inc.|88231419|90860904|x|2022-02-14
NEIL L. POSTRYGACZ |CRONOS INVEST LTD|TUNEME|TUNETOME|Limited liability company TUNAITED|86020008|79326726|x|2022-02-14
CROOKED WATER SPIRITS |Crooked Water Spirits|SUMMER IN YOUR MOUTH.|SUMMER IN YOUR MOUTH|Caribe Juice Inc.|88466272|90739561|x|2022-02-14
Greenberg Traurig P A |CROSSBRIDGE COMPLIANCE LLC|CROSSBRIDGE COMPLIANCE|A CROSSBRIDGE GROUP COMPANY|Crossbridge Merger Sub LLC|86521106|90729835|x|2022-02-14
St. Onge Steward Johnston & Reens LLC |Crowdcentric Media LLC|SOCIAL MEDIA WEEK|SOCIAL AD WEEK|LANE LABS LLC|85953934|90738722|x|2022-02-14
CRYPTO BLOCKCHAIN PLUG |Crypto Blockchain Plug|CRYPTO BLOCKCHAIN PLUG|PLUG|Fleek LLC|90167327|90726973|x|2022-02-14
Losey PLLC |CRYSTAL BRAND COMPANY LIMITED|CRYSTAL EXPERIENCE|THE CRYSTALIZER EXPERIENCE|Johnson Crystal|77740676|90726113|x|2022-02-14
Smith Gambrell & Russell LLP |CSL Behring L.L.C.|ASCEND|ASCEND|Ascend Laboratories LLC|87575472|90755378|x|2022-02-14
Smith Gambrell & Russell LLP |CSL Behring L.L.C.|ASCEND|ASCEND|Ascend Laboratories LLC|87694865|90755378|x|2022-02-14
Smith Gambrell & Russell LLP |CSL Behring L.L.C.|ASCEND|ASCEND LABORATORIES LLC|Ascend Laboratories LLC|87575472|90739374|x|2022-02-14
Smith Gambrell & Russell LLP |CSL Behring L.L.C.|ASCEND|ASCEND LABORATORIES LLC|Ascend Laboratories LLC|87694865|90739374|x|2022-02-14
Smith Gambrell & Russell LLP |CSL Behring L.L.C.|ASCEND|ASCEND LABORATORIES LLC|Ascend Laboratories LLC|87575472|90768638|x|2022-02-14
Smith Gambrell & Russell LLP |CSL Behring L.L.C.|ASCEND|ASCEND LABORATORIES LLC|Ascend Laboratories LLC|87694865|90768638|x|2022-02-14
JAMES CUNNINGHAM |Cunningham James|THREE30THREE|333|Saint Candles LLC|88219566|90756153|x|2022-02-14
G&A Legal APC |CURRENT MEDIA GROUP LLC|CURRENT|THE CURRENT|SME Lancer LLC|73288414|90747866|x|2022-02-14
G&A Legal APC |CURRENT MEDIA GROUP LLC|CURRENT|THE CURRENT|SME Lancer LLC|74403701|90747866|x|2022-02-14
G&A Legal APC |CURRENT MEDIA GROUP LLC|CURRENT|THE CURRENT|SME Lancer LLC|74404229|90747866|x|2022-02-14
Trademark Lawyer Law Firm PLLC |Curtis E. Agius|TRASH TAXI|RUBBISH TAXI|Rubbish Taxi Ltd|87261833|90738741|x|2022-02-14
CURVY GIRL FEVER LLC. |CURVY GIRL FEVER LLC.|I'M MY OWN BODY GOALS|BODY GOALS|Body Goals Weight Loss|87220263|90744683|x|2022-02-14
Custard Insurance Adjusters Inc. |Custard Insurance Adjusters Inc.|CIA|CIA PROFESSIONAL|Ernest Burley Jr.|74083542|90731858|x|2022-02-14
CYBER GUARDIAN CONSULTING GROUP |Cyber Guardian Consulting Group|KEYLESS ENCRYPTION|KEYLESS|Keyless Technologies Limited|90559734|79314024|x|2022-02-14
SCHWARTZ LAW FIRM P.C. |Cygnus Asset Management LLC|CYGNUS|CYGNUS|Timber Wolf Technology LLC|87945051|90731173|x|2022-02-14
BE Associates |Cynthia Bimle|Q QUE|QUE FAZHION STYLEZ|rand Diamonique|88297387|90742262|x|2022-02-14
Baker & McKenzie LLP |CYTIVA BIOPROCESS R&D AB|FAST TRAK|FASTTRAC|FastTrac LLC|87593524|90736459|x|2022-02-14
KATTEN MUCHIN ROSENMAN LLP |D P I IMPORTS INC.|WEATHERPROOF|WEATHERBEETA|Weatherbeeta Pty Ltd|77898481|79314542|x|2022-02-14
KATTEN MUCHIN ROSENMAN LLP |D P I IMPORTS INC.|WEATHERPROOF|WEATHERBEETA|Weatherbeeta Pty Ltd|77898481|79317411|x|2022-02-14
ERIK M. PELTON & ASSOCIATES PLLC |D&F Ventures LLC|INCRAMINT|MORROW'S|Lawrence Morrow|88253862|90734142|x|2022-02-14
KATTEN MUCHIN ROSENMAN LLP |D.P.I. IMPORTS INC.|WEATHERPROOF|WEATHERBEETA|Weatherbeeta Pty Ltd|78701731|79314542|x|2022-02-14
KATTEN MUCHIN ROSENMAN LLP |D.P.I. IMPORTS INC.|WEATHERPROOF|WEATHERBEETA|Weatherbeeta Pty Ltd|78701731|79317411|x|2022-02-14
LEGALFORCE RAPC WORLDWIDE P.C. |Daily Doses LLC|DOSES|DOSE ATHLETIC|Duoetic AB|86019458|90733355|x|2022-02-14
VON MALTITZ DERENBERG KUNIN JANSSEN & GIORDANO |Daimler AG|GENIUS|GENIUS|TIME USA LLC|87931774|90774230|x|2022-02-14
JEFFREY S. FIRESTONE |Dalian haolijun Technology Development Co. Ltd|GROSEE|GROSY|KINGKOK TECHNOLOGY COMPANY LIMITED|90334571|90747963|x|2022-02-14
Kunzler Bean & Adamson|"DAMAGED GOODS, LLC"|DAMAGED GOODS|DAMAGED GOODS CLOTHING|"Rodby, Cole"|77368709|90735896|x|
"Kunzler Bean & Adamson, PC"|"DAMAGED GOODS, LLC"|DAMAGED GOODS|DAMAGED GOODS CLOTHING|"Rodby, Cole"|86350616|90735896|x|
FALATI IP Law Firm |Damoun Yazdi|ACCIDENT NETWORK|ACCIDENT PROS|Accident Pros LLP|88693148|90741798|x|2022-02-14
HAND BALDACHIN & ASSOCIATES LLP |Dan Harris|10% HAPPIER|HAPPIER|Rubin Gretchen|86983241|90734015|x|2022-02-14
HAND BALDACHIN & ASSOCIATES LLP |Dan Harris|TEN PERCENT HAPPIER|HAPPIER|Rubin Gretchen|90448254|90734015|x|2022-02-14
Common Sense Counsel |Dane's Body Shop LLC|DANE'S BODY SHOP EST. 2010 AUSTIN TX|BODYSHOP|Pintado Bianca M|87843383|90731633|x|2022-02-14
DANIELS DAVID |Daniels David|BEARD GOD|BEARD OF GOD|Sky High Orlando LLC|86525809|90738344|x|2022-02-14
Eaton Peabody |Danny Boy Label LLP|19TH HOLE|THE BUNKER SHOT ON THE 19TH HOLE|Kato Kazuyo|79296400|88849267|x|2022-02-14
NOLAN HEIMANN LLP |D'Aquino Italian Importing Co. Inc.|INCANTO|ENCANTO|ENCANTA BRANDS LLC|78390167|90734275|x|2022-02-14
Darling & Mint LLC |Darling & Mint LLC|ROOT|ROOTS ESSENTIAL|Stacy Evangeline|86594234|90735596|x|2022-02-14
BLUE FILAMENT LAW PLLC |Darren Findling Law Firm PLC|THE PROBATE PRO|ACCIDENT PROS|Accident Pros LLP|88429325|90741798|x|2022-02-14
MCGARRY BAIR PC |Dart Container Corporation|THERMOGUARD|THERMOGARD|THERMOGARD GLOBAL LIMITED|86495384|79332351|x|2022-02-14
MCGARRY BAIR PC |Dart Container Corporation|THERMOGUARD|THERMOGARD|THERMOGARD GLOBAL LIMITED|87266674|79332351|x|2022-02-14
Sherman & Howard L.L.C. |David C Cook|SEEK|SEEKLAB|Shanghai Tanxun Information Technology Co. Ltd|73204224|79325747|x|2022-02-14
DAVID H RICE-REYNOSO |DAVID H RICE-REYNOSO|LIT|LIT WRAP|Rodolph Jazmin R|90622722|90744181|x|2022-02-14
ARNALL GOLDEN GREGORY LLP |Davis Jeremiah|EDEN WAY OUTPOST|AN EDEN WAY CERTIFIED COMPANY|A Humphress Consulting LLC|87712039|90721444|x|2022-02-14
Knobbe Martens Olson & Bear LLP |Day AG|DAY|DAY DATE|Rel Beauty LLC|79261363|90773095|x|2022-02-14
HONIGMAN MILLER SCHWARTZ AND COHN LLP |Day Joseph C.|HOMELAND|INDEPENDENCE HOMELAND|Independence Homeland LLC|76485666|90742464|x|2022-02-14
HONIGMAN MILLER SCHWARTZ AND COHN LLP |Day Joseph C.|HOMELAND|INDEPENDENCE HOMELAND LLC|Independence Homeland LLC|76485666|90742483|x|2022-02-14
LAW OFFICE OF ANNICK KOLOKO |DCSW Group|MIAMI SWIM WEEK|MIAMI SWIM FASHION WEEK|Funkshion Productions LLC|90719707|90743813|x|2022-02-14
Warren Zeserman |DD IP Holder LLC|DUNKIN' DONUTS|DO NOT DISTURB I'M SIPPIN MY DUNKIN|Guangzhou baimou e-commerce Co. Ltd|86129719|90737927|x|2022-02-14
Warren Zeserman |DD IP Holder LLC|DUNKIN' DONUTS|DO NOT DISTURB I'M SIPPIN MY DUNKIN|Guangzhou baimou e-commerce Co. Ltd|86133724|90737927|x|2022-02-14
Warren Zeserman |DD IP Holder LLC|DUNKIN'|DO NOT DISTURB I'M SIPPIN MY DUNKIN|Guangzhou baimou e-commerce Co. Ltd|87770591|90737927|x|2022-02-14
Warren Zeserman |DD IP Holder LLC|DUNKIN'|DO NOT DISTURB I'M SIPPIN MY DUNKIN|Guangzhou baimou e-commerce Co. Ltd|87768615|90737927|x|2022-02-14
Warren Zeserman |DD IP Holder llc|DUNKIN'|DO NOT DISTURB I'M SIPPIN MY DUNKIN|Guangzhou baimou e-commerce Co. Ltd|90550014|90737927|x|2022-02-14
John H. Choi & Associates LLC|"de Medeiros, Gustavo Neiva"|EPIGEN|CZ GEN EPI|"Chan Zuckerberg Initiative, LLC"|87887776|97155999|x|
John H. Choi & Associates LLC|"de Medeiros, Gustavo Neiva"|EPIGEN|GEN EPI|"Chan Zuckerberg Initiative, LLC"|87887776|97156003|x|
DEAN DONALD W. |Dean Donald W.|VAXN8ED|VACCIN8ID|Vaccin8id LLC|90716945|90847063|x|2022-02-14
"PATE PETERSON, PLLC"|Debbie M. Hymas|BRAVELY BEAR|BRAVE BEAR|"Dickison, Abraham D"|90482953|90753481|x|
THOMAS   HORSTEMEYER LLP |Decision Point Informatics LLC|HEART PATHWAY|PATHWAY INNOVATIONS|Pathway Innovations and Technologies Inc.|87369056|90740163|x|2022-02-14
BRADLEY ARANT BOULT CUMMINGS LLP |Dee Cee Laboratories Inc.|DIRECT B-12|THE B-12 STORE|The B-12 Store Holdings Inc.|86331923|90720524|x|2022-02-14
BRADLEY ARANT BOULT CUMMINGS LLP |Dee Cee Laboratories Inc.|UNIQUE B-12|THE B-12 STORE|The B-12 Store Holdings Inc.|86331911|90720524|x|2022-02-14
PARSUS LLP |Deep AI Inc.|DEEP AI|DEEPEDGE.AI|DeepEdge.AI|90300458|90738749|x|2022-02-14
CopyMark Law Group LLC |Deerpark Capital LLC|MOON + STARS|MOON AND STARS|Walgreen Co.|88884963|97095894|x|2022-02-14
WOODRUFF & LUO LLC |DENG QILONG|CENFEILD|SENFIELD|Ma Yilong|90414146|90430631|x|2022-02-14
CHRISTENSEN O'CONNOR JOHNSON KINDNESS |DennyBlaine Brands LLC|GEORGES BRIARD|GEORGES|Maison Mère|86887908|79328139|x|2022-02-14
CHRISTENSEN O'CONNOR JOHNSON KINDNESS |DennyBlaine Brands LLC|GEORGES BRIARD|GEORGES|Maison Mère|86877400|79328139|x|2022-02-14
KILPATRICK TOWNSEND & STOCKTON LLP |Denver Mattress Co. LLC|HEVEAPUR|HEVEA|Hevea by Hoffihearts ApS|86168618|79326156|x|2022-02-14
WELSH FLAXMAN & GITLER LLC |Dependable Highway Express Inc.|DLS|DLS DISPATCHING SERVICES|DLS CORPORATIONS LLC|76086321|90729830|x|2022-02-14
BERKELEY LAW & TECHNOLOGY GROUP LLP |Desco Industries Inc.|SCS|SCSPF|Li Gang|86533237|90750767|x|2022-02-14
"BERKELEY LAW & TECHNOLOGY GROUP, LLP"|"Desco Industries, Inc."|SCS|SCSPF|"Li, Gang"|86533237|90750767|x|
Ryder Mazzeo & Konieczny LLC |DESIGNAR LIMITED|BLACK IRISH|BLACK IRISH BREWING COMPANY|K. WOOD HOLDINGS LLC|88678523|90748821|x|2022-02-14
THE LAW OFFICES OF RUSSELL L. BOLTWOOD|Diary Of A Made Man LLC|100X|100XCON|"100x Hospitality Group, LLC"|87930104|90597032|x|
THE LAW OFFICES OF RUSSELL L. BOLTWOOD|Diary Of A Made Man LLC|100X|100X CONVENTION|"100x Hospitality Group, LLC"|87930104|90597045|x|
Alprin Law Offices P.C. |DIC Corporation|CERANATE|CERAN|TOTALENERGIES SE|79108577|90693257|x|2022-02-14
Foley & Lardner Llp |Dieffenbacher GmbH Maschinen-und Anlagenbau|CPS+|FE CPS|Fette Compacting GmbH|86748256|79325890|x|2022-02-14
KNOBBE MARTENS OLSON & BEAR LLP |DIEFFENBACHER GMBH MASCHINEN-UND ANLAGENBAU|CPS|FE CPS|Fette Compacting GmbH|76268258|79325890|x|2022-02-14
WARD LAW OFFICE LLC |DIGITAL 55 LLC|INUGO THE SIMPLE & EASY CRM|SIMPLECRM|Simpleworks Business Solutions Pte Ltd|88343233|90743373|x|2022-02-14
WARD LAW OFFICE LLC |DIGITAL 55 LLC|INUGO THE SIMPLE & EASY CRM|SIMPLECRM|Simpleworks Business Solutions Pte Ltd|88950446|90743373|x|2022-02-14
JPG LEGAL |Digital Music Consortium|WHITE NOISE LULLABY|LULLA|Lulla ASMR LLC|90442295|90735777|x|2022-02-14
ROBERT CROTEAU|Digital Surgery Systems Inc.|ATHENA|ATHENA|Connex One Limited|90541249|79319195|x|2022-02-14
DINES THOMAS |DINES THOMAS|EXPUNIVERSE|EXP|Ankaa Live Plaza|88928420|90704242|x|2022-02-14
The Walt Disney Company |DISNEY ENTERPRISES INC.|TINK|PINK TINK|Nailah Henderson|76978743|90737528|x|2022-02-14
The Walt Disney Company |Disney Enterprises Inc.|TINK|PINK TINK|Nailah Henderson|77979969|90737528|x|2022-02-14
The Walt Disney Company |Disney Enterprises Inc.|[Design Mark]|PINK TINK|Nailah Henderson|86431096|90737528|x|2022-02-14
The Walt Disney Company |Disney Enterprises Inc.|[Design Mark]|PINK TINK|Nailah Henderson|86424841|90737528|x|2022-02-14
The Walt Disney Company |Disney Enterprises Inc.|[Design Mark]|PINK TINK|Nailah Henderson|86431107|90737528|x|2022-02-14
The Walt Disney Company |Disney Enterprises Inc.|[Design Mark]|PINK TINK|Nailah Henderson|86424905|90737528|x|2022-02-14
THE WALT DISNEY COMPANY |Disney Enterprises Inc.|TINK|PINK TINK|Nailah Henderson|88738012|90737528|x|2022-02-14
THE WALT DISNEY COMPANY |Disney Enterprises Inc.|TINK|PINK TINK|Nailah Henderson|88738021|90737528|x|2022-02-14
THE WALT DISNEY COMPANY |Disney Enterprises Inc.|TINK|PINK TINK|Nailah Henderson|88738569|90737528|x|2022-02-14
Kohrman Jackson Krantz LLP |DJB Group LLC|NEWAVE|NEWAVE SMARTGARMENT|NeWave Sensor Solutions LLC|85228877|90738471|x|2022-02-14
Kohrman Jackson Krantz LLP |DJB Group LLC|WAVE|WAVE|NeWave Sensor Solutions LLC|85228916|97092451|x|2022-02-14
Carter DeLuca & Farrell LLP |Djeco SAS|LOVELY PAPER|LUVLI|Luvli LLC|87947912|90748772|x|2022-02-14
Donald Erslesr |DLC Comapny GmbH|HEIMAT|HEIMAT|Heimat LLC|87658975|90743888|x|2022-02-14
"BACON & THOMAS, PLLC"|D-Link Corporation|NUCLIAS|NUCLEUS CARE|"Cloudtalk, Inc."|87794081|90737504|x|
"BACON & THOMAS, PLLC"|D-Link Corporation|NUCLIAS|NUCLEUS CARE|"Cloudtalk, Inc."|87794081|90737522|x|
ACI Law Group PC |DNY INC.|SONGWOL TOWEL|[Design Mark]|SONGWOL Co. Ltd.|90180400|90733877|x|2022-02-14
ACI Law Group PC |DNY INC.|SONGWOL TOWEL|SONGWOL|SONGWOL Co. Ltd.|90180400|90733920|x|2022-02-14
FOX ROTHSCHILD LLP |Docler IP S.à r.l.|J JASMIN|JASMINE FLOWER|Yang ling|88914442|90750969|x|2022-02-14
FOX ROTHSCHILD LLP |Docler IP S.à r.l.|JASMIN|JASMINE FLOWER|Yang ling|88980844|90750969|x|2022-02-14
SOLMON IP LAW PC |DocTec AG|DOCFLY|FLYDOCS|Gen2 Systems Limited|79311929|90739271|x|2022-02-14
DAY LAW FIRM |Doi Designs LLC|WIFE OF THE PARTY|WIFE OF THE PARTY|LeeAnn Kreischer|87560224|90745639|x|2022-02-14
CRESPO LAW OFFICE P.C. |Domineice Reese|ROOT7 ESSENTIALS|ROOTS ESSENTIAL|Stacy Evangeline|90416840|90735596|x|2022-02-14
SCHNEIDER IP LAW |Dominus - Fábrica de Calçado Lda|DOMINUS|DOMINUS|Bruner Steven|90644076|90741337|x|2022-02-14
DONGGUAN SOUGUDIANZISHANGWU CO. LTD. |Dongguan Sougudianzishangwu Co. Ltd.|FINROSY|FINEROSE|America Hermax Co.Limited.|87496780|90787747|x|2022-02-14
Luo Ting |Dongguan Sougudianzishangwu Co. Ltd.|FINROSY|FINEROSE|America Hermax Co.Limited.|87496768|90787747|x|2022-02-14
Luo Ting |Dongguan Sougudianzishangwu Co. Ltd.|FINROSY|FINEROSE|America Hermax Co.Limited.|87496529|90787747|x|2022-02-14
SHUMAKER LOOP & KENDRICK |Dorcy International Inc.|FAILSAFE|FAILSAFE|Vanair Manufacturing Inc.|76134781|97133472|x|2022-02-14
GLOBAL IP COUNSELORS LLP |Doskocil Manufacturing Company Inc.|BREATHE EASY|BREATHE MAX|Make Ideas LLC|90327546|97080140|x|2022-02-14
GLOBAL IP COUNSELORS LLP |Doskocil Manufacturing Company Inc.|BREATHE IT|BREATHE MAX|Make Ideas LLC|90327551|97080140|x|2022-02-14
GLOBAL IP COUNSELORS LLP |Doskocil Manufacturing Company Inc.|CHUCKIT! BREATHE|BREATHE MAX|Make Ideas LLC|90327534|97080140|x|2022-02-14
Thompson Coburn LLP |Dotcom Retail Limited|DAY ONE|DAYONE|Hive Investment Corp.|79299395|90144539|x|2022-02-14
Collard & Roe P.C. |Dr. Babor GmbH & Co. KG|HEIMAT|HEIMAT|Heimat LLC|79224771|90743888|x|2022-02-14
RODENBAUGH LAW |Dr. Chia Chi Kao|BEAUTY NEVER RESTS|NYC NEW YORKER COSMETICS NYC WHERE BEAUTY NEVER SLEEPS|New Yorker Cosmetics|90349758|90729357|x|2022-02-14
Drumm Law LLC |Dr. Dina Kulik|MOMBOSS|MOM BAWSE|Patton Enterprise LLC|87956442|90832764|x|2022-02-14
